gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000090693	3.180653	-0.03405094	0.15682429	0.1360688	0.5873037
ENSMUSG00000090698	22.64578	0.01416267	0.12517256	0.7194618	0.931547
ENSMUSG00000090706	1.404947	-0.01486022	0.18768573	0.3044903	NA
ENSMUSG00000090707	2.009488	0.01242056	0.17831061	0.37428	0.7880945
ENSMUSG00000090709	0.2656677	0.002747418	0.21525664	0.798598	NA
ENSMUSG00000090722	1.568495	0.004532612	0.15251452	0.7386429	NA
ENSMUSG00000090733	1093.58	0.06862635	0.09185222	0.2800602	0.7285341
ENSMUSG00000090743	1.64831	-0.02906935	0.34718901	0.09353225	NA
ENSMUSG00000090744	0.04352699	0	0.21433685	1	NA
ENSMUSG00000090751	0.05978884	-0.006263472	0.22689981	0.5714135	NA
ENSMUSG00000090761	0.9344121	-0.01557609	0.27452282	0.2317774	NA
ENSMUSG00000090762	0.9752079	-0.009295191	0.17991287	0.4748627	NA
ENSMUSG00000090777	0.2482775	-0.005063699	0.22244727	0.6430514	NA
ENSMUSG00000090778	1.316693	-0.02315913	0.31349251	0.1335034	NA
ENSMUSG00000090779	0.07489038	0	0.21433685	1	NA
ENSMUSG00000090785	5.091009	-0.04300902	0.19311309	0.0684446	0.482694
ENSMUSG00000090788	0.02933238	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000090798	0.0378356	-0.005574103	0.22446131	0.6115388	NA
ENSMUSG00000090799	14.16618	0.04535453	0.13477331	0.1711851	0.6288307
ENSMUSG00000090801	0.1185293	-0.006768207	0.22885067	0.5434297	NA
ENSMUSG00000090812	23.49803	0.008975287	0.12501656	0.8198769	0.9595592
ENSMUSG00000090816	0.1131425	0.001151693	0.21406503	0.9139969	NA
ENSMUSG00000090824	3.71072	0.005869499	0.14534891	0.6992154	0.9265668
ENSMUSG00000090827	0.0392667	0	0.21433685	1	NA
ENSMUSG00000090840	0.8428369	-0.005230801	0.15770782	0.6911004	NA
ENSMUSG00000090841	854.2143	-0.01038979	0.10729546	0.8598908	0.9689265
ENSMUSG00000090843	0.6887115	0.008028261	0.18875685	0.5189011	NA
ENSMUSG00000090855	0.3283589	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000090860	0.6528724	-0.009426373	0.22157316	0.4377153	NA
ENSMUSG00000090861	0.312597	-0.004202943	0.21411344	0.7031135	NA
ENSMUSG00000090862	576.0303	0.1165217	0.10186785	0.07009747	0.4861304
ENSMUSG00000090863	2.029391	-0.005664831	0.14765151	0.6983195	0.9262309
ENSMUSG00000090868	2.400589	0.002413435	0.14563317	0.8679082	0.9699071
ENSMUSG00000090872	1.611429	-0.002647442	0.15809407	0.8350779	NA
ENSMUSG00000090873	0.3544078	-0.007790615	0.22467348	0.5008631	NA
ENSMUSG00000090877	15.80632	0.008844903	0.13122875	0.746203	0.9388041
ENSMUSG00000090881	0.3575406	0.00281623	0.21579997	0.7934823	NA
ENSMUSG00000090891	0.3046636	0.004703009	0.2201139	0.6669744	NA
ENSMUSG00000090894	0.5763897	-0.00666946	0.19836159	0.5757902	NA
ENSMUSG00000090907	0.2856319	-0.006534586	0.22537354	0.5593763	NA
ENSMUSG00000090919	1.992851	-0.002852402	0.14822428	0.8384923	0.9640237
ENSMUSG00000090925	0.2003279	0.003114346	0.21632059	0.7726614	NA
ENSMUSG00000090935	371.412	-0.02569819	0.0917125	0.683534	0.9206507
ENSMUSG00000090936	5.547271	0.02980034	0.14782361	0.1902434	0.6484664
ENSMUSG00000090939	0.8108183	0.001919725	0.15357877	0.8834072	NA
ENSMUSG00000090941	0.4399838	-0.01118625	0.25068848	0.3480223	NA
ENSMUSG00000090942	0.9417006	-0.001980088	0.16301355	0.8721586	NA
ENSMUSG00000090946	126.6248	0.06379808	0.10257831	0.3045124	0.745146
ENSMUSG00000090952	10.57739	0.04927909	0.13812406	0.1289508	0.5817867
ENSMUSG00000090957	1.342063	-0.01448826	0.19180656	0.3093829	NA
ENSMUSG00000090958	13.68198	0.004632838	0.13051583	0.8699252	0.9699071
ENSMUSG00000090963	1.966069	-0.008190608	0.14951285	0.5830575	0.8859547
ENSMUSG00000090964	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000090965	19.96421	-0.02418469	0.1296648	0.4615673	0.8313659
ENSMUSG00000090968	0.1195777	-0.00769751	0.23277989	0.4950251	NA
ENSMUSG00000090996	18.61471	-0.004571615	0.2130179	0.6812233	0.9198923
ENSMUSG00000091002	111.1549	0.05847089	0.12112458	0.2409674	0.6956314
ENSMUSG00000091003	1.032812	-0.003354722	0.16208529	0.788611	NA
ENSMUSG00000091006	0.1750434	0	0.21433685	1	NA
ENSMUSG00000091007	6.418838	0.01390869	0.13333761	0.577117	0.8838459
ENSMUSG00000091019	0.1213915	0	0.21433685	1	NA
ENSMUSG00000091020	1.113283	0.003772571	0.15652665	0.7717877	NA
ENSMUSG00000091021	16.32432	-2.265221	2.12792495	0.0001020341	0.02223023
ENSMUSG00000091028	0.5605399	0.004005308	0.21584036	0.7142345	NA
ENSMUSG00000091034	0.2570923	0	0.21433685	1	NA
ENSMUSG00000091037	0.1163864	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000091040	0.05444447	0	0.21433685	1	NA
ENSMUSG00000091043	0.05631087	0	0.21433685	1	NA
ENSMUSG00000091045	0.8645577	0.0006095131	0.18548028	0.9574462	NA
ENSMUSG00000091049	5.880821	-0.05695601	0.51568512	0.0275748	0.3586331
ENSMUSG00000091050	14.60377	0.04973159	0.14329251	0.1047813	0.5528793
ENSMUSG00000091053	0.1675869	0.001151693	0.21406503	0.9139969	NA
ENSMUSG00000091055	0.02933238	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000091058	2.083606	-0.01175611	0.14552687	0.4857418	0.8429812
ENSMUSG00000091059	0.05657123	-0.0006707556	0.21428571	0.9497131	NA
ENSMUSG00000091071	1.785987	-0.01946077	0.1789788	0.2319234	NA
ENSMUSG00000091079	3.352715	-0.06418561	0.38604922	0.0291337	0.365544
ENSMUSG00000091083	0.1263207	0	0.21433685	1	NA
ENSMUSG00000091086	10.97408	0.01304728	0.13166023	0.6323343	0.9026538
ENSMUSG00000091089	4.995786	0.006311464	0.13416834	0.7760676	0.9487672
ENSMUSG00000091091	1.753419	-0.03149858	0.36030148	0.08253429	NA
ENSMUSG00000091095	3.220659	-0.01505828	0.14612287	0.398963	0.7989182
ENSMUSG00000091102	2.507064	-0.02669906	0.3443786	0.09981398	0.5459111
ENSMUSG00000091105	0.7198667	-0.001286326	0.17099316	0.9137736	NA
ENSMUSG00000091114	0.02828562	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000091117	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000091123	0.1142333	-0.006263472	0.22689981	0.5714135	NA
ENSMUSG00000091132	2.626871	-0.02276993	0.32635527	0.123433	0.5741911
ENSMUSG00000091133	1.87161	-0.03630971	0.27208966	0.07792372	NA
ENSMUSG00000091135	0.5115056	0.001251978	0.21412163	0.9065733	NA
ENSMUSG00000091144	6.021778	-0.02009614	0.14211869	0.3338935	0.7629083
ENSMUSG00000091154	0.5468298	0.007605617	0.20336188	0.5274319	NA
ENSMUSG00000091155	0.1088889	0	0.21433685	1	NA
ENSMUSG00000091172	0.3985691	-0.007228192	0.22184124	0.5294871	NA
ENSMUSG00000091177	0.08564325	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000091183	82.61952	-0.09208931	0.1176014	0.1049838	0.5528793
ENSMUSG00000091184	0.05631087	0	0.21433685	1	NA
ENSMUSG00000091185	0.2043835	0.001251978	0.21412163	0.9065733	NA
ENSMUSG00000091191	0.9340476	-0.005286392	0.1682265	0.6722726	NA
ENSMUSG00000091194	3.541996	0.007566534	0.13871714	0.6785933	0.9191684
ENSMUSG00000091199	0.1088889	0	0.21433685	1	NA
ENSMUSG00000091204	0.08377686	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000091215	0.4835108	-0.01118625	0.25068848	0.3480223	NA
ENSMUSG00000091223	0.5211797	-0.001418277	0.17148725	0.9048757	NA
ENSMUSG00000091228	152.0399	0.02700249	0.12594171	0.4934018	0.8464389
ENSMUSG00000091230	3.950172	-0.02764024	0.161353	0.1704222	0.6288307
ENSMUSG00000091233	0.1819451	-0.0009372124	0.21353907	0.9300176	NA
ENSMUSG00000091237	0.1559893	0.001151693	0.21406503	0.9139969	NA
ENSMUSG00000091243	1.513531	0.013651	0.17386352	0.3479415	NA
ENSMUSG00000091264	1168.841	-0.1763766	0.11423396	0.007689545	0.2161211
ENSMUSG00000091269	1.183266	0.002402667	0.16977051	0.8414252	NA
ENSMUSG00000091271	0.4399838	-0.01118625	0.25068848	0.3480223	NA
ENSMUSG00000091272	1.420527	-0.01047244	0.15073759	0.4968476	NA
ENSMUSG00000091275	3.594507	0.01384187	0.14249205	0.4534152	0.8291707
ENSMUSG00000091277	3.772523	0.02118844	0.14372861	0.3053916	0.7457098
ENSMUSG00000091280	0.05978884	-0.006263472	0.22689981	0.5714135	NA
ENSMUSG00000091288	7.054176	-0.02792166	0.15706958	0.1771531	0.6345644
ENSMUSG00000091305	0.2402233	-0.001802446	0.21461986	0.8661002	NA
ENSMUSG00000091311	0.5160534	0.006293353	0.22408581	0.5732252	NA
ENSMUSG00000091313	8.762613	0.01250846	0.13332154	0.6114512	0.8975479
ENSMUSG00000091315	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000091318	2.990421	-0.00653978	0.22325425	0.5615437	0.8763148
ENSMUSG00000091329	0.9763669	0.009364985	0.16748663	0.4888232	NA
ENSMUSG00000091337	1018.186	0.05027722	0.08796374	0.4252031	0.810643
ENSMUSG00000091345	31.64159	0.0538407	0.14281471	0.09383019	0.5330688
ENSMUSG00000091351	0.1527735	-0.007632807	0.23249292	0.4982645	NA
ENSMUSG00000091363	4.549728	-0.01962886	0.16589176	0.2484436	0.7020596
ENSMUSG00000091366	0.1743197	-0.0006707546	0.21428571	0.9497132	NA
ENSMUSG00000091367	0.04285809	0	0.21433685	1	NA
ENSMUSG00000091370	0.05444447	0	0.21433685	1	NA
ENSMUSG00000091375	0.0392667	0	0.21433685	1	NA
ENSMUSG00000091378	3.172716	-0.01091573	0.15300979	0.4735043	0.8373947
ENSMUSG00000091383	0.110695	-0.003673016	0.21871786	0.7333934	NA
ENSMUSG00000091386	0.2176349	0	0.21433685	1	NA
ENSMUSG00000091387	44.0616	0.03227844	0.12158182	0.4868194	0.8435075
ENSMUSG00000091390	0.1160997	-0.006263471	0.22689981	0.5714136	NA
ENSMUSG00000091393	5.59117	-0.1110358	0.52220182	0.01148671	0.2499675
ENSMUSG00000091402	0.4527646	-0.003448066	0.21768298	0.7491464	NA
ENSMUSG00000091405	67.85235	0.03696249	0.12625956	0.3607836	0.7802583
ENSMUSG00000091408	0.5356296	0	0.18946783	1	NA
ENSMUSG00000091412	0.1285743	0	0.21433685	1	NA
ENSMUSG00000091415	5.60063	0.007937374	0.13571916	0.7014637	0.9269599
ENSMUSG00000091418	0.3558204	-0.002363864	0.20955244	0.8284154	NA
ENSMUSG00000091421	43.69414	-0.03762289	0.12569035	0.3630498	0.7813271
ENSMUSG00000091423	8.386969	0.02246736	0.13989791	0.3184811	0.7550756
ENSMUSG00000091426	7.186565	0.004590374	0.13584833	0.8178978	0.9595402
ENSMUSG00000091442	0.05657123	-0.0006707556	0.21428571	0.9497131	NA
ENSMUSG00000091449	3.081909	-0.00913014	0.14008308	0.6107858	0.8969493
ENSMUSG00000091455	6.988446	-0.003860509	0.13463451	0.8557275	0.9681237
ENSMUSG00000091457	0.9850766	-0.01527002	0.27546834	0.2344525	NA
ENSMUSG00000091460	0.7834351	-0.0140325	0.19014283	0.3212219	NA
ENSMUSG00000091462	3.808639	0.00211733	0.14447529	0.8861817	0.9741474
ENSMUSG00000091472	6.245977	0.02558357	0.13989581	0.2788508	0.7276468
ENSMUSG00000091474	177.2318	-0.03870111	0.11040791	0.5017577	0.8502974
ENSMUSG00000091475	200.4833	-0.07291377	0.10788479	0.2289462	0.6824602
ENSMUSG00000091476	184.9307	0.00731291	0.10250803	0.9046329	0.9783194
ENSMUSG00000091478	7.340945	-0.002417431	0.13034476	0.9324759	0.9834813
ENSMUSG00000091479	0.5037617	-0.007743597	0.21954456	0.5081521	NA
ENSMUSG00000091490	0.1163864	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000091492	0.9397063	-0.01733427	0.24197364	0.2304093	NA
ENSMUSG00000091498	28.81742	0.009685513	0.12932393	0.7557281	0.941622
ENSMUSG00000091509	73.01719	-0.2069465	0.27573365	0.001206753	0.09001685
ENSMUSG00000091510	2.321788	-0.003272844	0.14204966	0.8353316	0.9639276
ENSMUSG00000091511	12.54954	-0.004071987	0.13384479	0.8553124	0.9678315
ENSMUSG00000091512	203.4183	-0.03427603	0.10648098	0.5660119	0.8778401
ENSMUSG00000091514	27.83348	-0.1552054	0.38369644	0.003535121	0.1524626
ENSMUSG00000091515	3.176266	-0.02387512	0.33406935	0.1133944	0.5626877
ENSMUSG00000091523	0.1403481	0.0003555879	0.21388905	0.9733443	NA
ENSMUSG00000091530	1.718756	-0.0169178	0.19250214	0.2601481	NA
ENSMUSG00000091534	6.749104	0.005946974	0.13457196	0.7831199	0.9495382
ENSMUSG00000091537	258.9382	0.008942521	0.10063352	0.8846835	0.9736941
ENSMUSG00000091542	132.5299	-0.1227327	0.15279152	0.01277305	0.257704
ENSMUSG00000091549	11.09449	-0.01736377	0.13201391	0.5301606	0.8630489
ENSMUSG00000091553	0.4929934	-0.01333636	0.24624	0.3017979	NA
ENSMUSG00000091556	5.208672	-0.05394511	0.20258417	0.04358935	0.4273325
ENSMUSG00000091558	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000091561	0.04285809	0	0.21433685	1	NA
ENSMUSG00000091562	177.2339	-0.1055702	0.11924544	0.06612482	0.4813779
ENSMUSG00000091563	2.67905	-0.005785987	0.1625359	0.6541018	0.9103646
ENSMUSG00000091568	1.931209	0.02911244	0.2672248	0.1112356	0.5594708
ENSMUSG00000091570	2.413395	-0.02206721	0.32146025	0.1304384	0.5830797
ENSMUSG00000091575	0.4021588	-0.003809244	0.19727912	0.7385042	NA
ENSMUSG00000091577	1.456794	-0.03601441	0.31384826	0.07806879	NA
ENSMUSG00000091580	4.637265	-0.0008157256	0.13612476	0.966297	0.9921149
ENSMUSG00000091586	10.59787	0.03088682	0.14256124	0.2072632	0.6637234
ENSMUSG00000091587	0.8385266	0.0055953	0.16533307	0.6596496	NA
ENSMUSG00000091594	0.1126217	0	0.21433685	1	NA
ENSMUSG00000091604	3.569103	-0.01188868	0.16214105	0.4167089	0.8069602
ENSMUSG00000091613	0.1864238	-0.00432117	0.22030229	0.6903179	NA
ENSMUSG00000091615	0.3500868	0	0.21433685	1	NA
ENSMUSG00000091617	3.168718	-0.01573361	0.17757461	0.2967074	0.7405977
ENSMUSG00000091618	0.1750434	0	0.21433685	1	NA
ENSMUSG00000091619	0.04352699	0	0.21433685	1	NA
ENSMUSG00000091623	7.963327	-0.03299979	0.24440591	0.09293084	0.5314967
ENSMUSG00000091625	19.4889	0.01138591	0.12560479	0.7673058	0.9453783
ENSMUSG00000091636	12.32518	-0.01021817	0.13145469	0.7063476	0.9283784
ENSMUSG00000091648	2.815216	-0.01682398	0.16410207	0.2977289	0.7408816
ENSMUSG00000091649	0.9682493	-0.002486286	0.1596777	0.843256	NA
ENSMUSG00000091650	0.04274889	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000091655	0.7263999	0.01265157	0.1764037	0.3702997	NA
ENSMUSG00000091659	0.05444447	0	0.21433685	1	NA
ENSMUSG00000091661	0.2401417	-0.005596781	0.22419222	0.610584	NA
ENSMUSG00000091665	3.837309	-0.1748283	0.63954054	0.005118217	0.179207
ENSMUSG00000091680	0.4377688	0.0006524456	0.19144905	0.9538685	NA
ENSMUSG00000091686	0.2273064	0.002509634	0.21533118	0.8151729	NA
ENSMUSG00000091694	0.2427942	-0.0006707546	0.21428571	0.9497132	NA
ENSMUSG00000091695	0.2786567	-0.003448066	0.21768298	0.7491464	NA
ENSMUSG00000091697	0.2089291	-6.518644e-05	0.2133039	0.9951206	NA
ENSMUSG00000091705	8.020032	0.01415807	0.13337741	0.5704694	0.8808224
ENSMUSG00000091712	72.82816	0.03783863	0.12443428	0.3806114	0.7918507
ENSMUSG00000091722	3.321353	0.01300823	0.14319694	0.4684954	0.8355121
ENSMUSG00000091730	1.979655	-0.05558351	0.4013715	0.038355	0.4080606
ENSMUSG00000091732	0.30402	0	0.21433685	1	NA
ENSMUSG00000091733	0.2393395	-0.003503556	0.21735719	0.7457069	NA
ENSMUSG00000091735	72.76312	0.005720236	0.1196355	0.9045014	0.9782434
ENSMUSG00000091736	22.96088	-0.06028126	0.20654354	0.03464063	0.3906321
ENSMUSG00000091742	1.61381	-0.004578178	0.14583496	0.7569471	NA
ENSMUSG00000091744	4.506014	0.00329641	0.13682796	0.8610324	0.9689364
ENSMUSG00000091745	0.8343399	0.000185303	0.15743761	0.988286	NA
ENSMUSG00000091749	0.2191901	-0.0003107191	0.21407394	0.976691	NA
ENSMUSG00000091754	13.50451	0.0383928	0.14138544	0.1625862	0.6189138
ENSMUSG00000091756	0.9166039	-0.01487396	0.2361738	0.2767861	NA
ENSMUSG00000091764	27.41224	0.05561498	0.12814936	0.1838367	0.6416267
ENSMUSG00000091776	0.07489038	0	0.21433685	1	NA
ENSMUSG00000091780	46.71844	0.03785493	0.12417735	0.3843299	0.7942647
ENSMUSG00000091784	2.518504	-0.02240422	0.32380649	0.1270148	0.579635
ENSMUSG00000091785	0.1282467	0.001445427	0.21424914	0.8922982	NA
ENSMUSG00000091786	0.404877	-0.007058519	0.23003266	0.5278737	NA
ENSMUSG00000091803	100.3472	-0.01697771	0.11997452	0.7210385	0.9321405
ENSMUSG00000091811	105.7962	0.105908	0.12090391	0.06121454	0.4663731
ENSMUSG00000091814	0.4190538	-0.01061646	0.24749764	0.3684878	NA
ENSMUSG00000091816	0.2763028	-0.007058519	0.23003266	0.5278737	NA
ENSMUSG00000091817	4.963495	-0.03686151	0.16870402	0.1049474	0.5528793
ENSMUSG00000091818	0.09797146	0	0.21433685	1	NA
ENSMUSG00000091825	4.468158	0.01150732	0.14452524	0.4996347	0.8491865
ENSMUSG00000091831	18.10307	-0.0518187	0.14913944	0.0834259	0.5096976
ENSMUSG00000091844	0.1433648	0	0.21433685	1	NA
ENSMUSG00000091845	8.519456	0.01336661	0.13027967	0.6533901	0.9099745
ENSMUSG00000091849	0.1126217	0	0.21433685	1	NA
ENSMUSG00000091864	9.694741	-0.01641432	0.13041232	0.5849599	0.8866388
ENSMUSG00000091866	0.1440031	-0.0006332603	0.21425908	0.9525197	NA
ENSMUSG00000091881	0.8249724	0.003359202	0.1673268	0.7834721	NA
ENSMUSG00000091890	65.49669	0.009311296	0.12082906	0.8399982	0.9643545
ENSMUSG00000091896	722.7761	-0.08688166	0.08918423	0.1720533	0.6295539
ENSMUSG00000091898	2.28891	0.007378151	0.15255123	0.6042695	0.8948078
ENSMUSG00000091900	2.153465	0.007425962	0.14227867	0.6532774	0.9099745
ENSMUSG00000091905	5.796466	0.0256676	0.14246311	0.2576176	0.7107896
ENSMUSG00000091906	0.6304582	-0.003382896	0.21606486	0.7547324	NA
ENSMUSG00000091922	1.970153	-0.02032249	0.30936654	0.1502519	0.6038018
ENSMUSG00000091931	26.12255	0.002838492	0.12714934	0.9356519	0.9838802
ENSMUSG00000091937	0.0392667	0	0.21433685	1	NA
ENSMUSG00000091938	1.323736	-0.01341929	0.19166125	0.3349884	NA
ENSMUSG00000091941	1.001359	-0.01011248	0.18126438	0.4434346	NA
ENSMUSG00000091947	3.367691	-0.0482494	0.25143197	0.0475475	0.4369409
ENSMUSG00000091952	2.611088	-0.03801833	0.29671815	0.0717861	0.4917836
ENSMUSG00000091955	1.989908	0.01640231	0.16574926	0.3022229	0.7432925
ENSMUSG00000091956	1.511733	-0.005813804	0.14344634	0.7116325	NA
ENSMUSG00000091957	41.92423	-0.01406903	0.11903123	0.7724312	0.9477076
ENSMUSG00000091968	2.843673	-0.02534977	0.20180096	0.1504983	0.6038018
ENSMUSG00000091971	29.37781	0.0124587	0.12518361	0.7512362	0.9405106
ENSMUSG00000091981	2.246825	0.01078839	0.148644	0.4967007	0.8482155
ENSMUSG00000091985	30.40721	-0.0242094	0.12839006	0.4884585	0.8444514
ENSMUSG00000091989	1.132817	-0.01671128	0.18741703	0.2678793	NA
ENSMUSG00000091993	1.728726	-0.07675505	0.55819648	0.02160503	NA
ENSMUSG00000091994	45.01247	0.03963802	0.11940342	0.4253167	0.810643
ENSMUSG00000091996	9.632038	-0.02187136	0.13666795	0.364645	0.7827554
ENSMUSG00000091997	15.92586	-0.09518744	0.20737338	0.0130768	0.2602742
ENSMUSG00000091998	0.6235038	-0.01204006	0.22262677	0.3525025	NA
ENSMUSG00000092006	7.181358	-0.02762956	0.36018617	0.08657458	0.5203171
ENSMUSG00000092009	5.380031	0.01718427	0.15056351	0.3327155	0.7622288
ENSMUSG00000092014	0.04284684	0	0.21433685	1	NA
ENSMUSG00000092021	16.07065	0.006781492	0.12955864	0.8234671	0.9608586
ENSMUSG00000092029	0.2054713	0	0.21433685	1	NA
ENSMUSG00000092035	1303.327	0.05603332	0.13406562	0.1284312	0.5816533
ENSMUSG00000092036	0.04285809	0	0.21433685	1	NA
ENSMUSG00000092042	0.1478617	-0.004793177	0.22162633	0.660003	NA
ENSMUSG00000092048	9.777897	-0.04926967	0.16977573	0.06500091	0.4779207
ENSMUSG00000092051	37.46651	-0.09468042	0.19956489	0.01383161	0.2648477
ENSMUSG00000092056	0.3780258	-0.001126994	0.21351803	0.9159721	NA
ENSMUSG00000092060	185.083	-0.07099535	0.11179248	0.2249113	0.6789178
ENSMUSG00000092062	3.75143	-0.02346872	0.1602107	0.211998	0.6665519
ENSMUSG00000092071	6.172778	-0.008536242	0.13794372	0.6533927	0.9099745
ENSMUSG00000092072	3.301635	0.0005053044	0.13810509	0.977112	0.995443
ENSMUSG00000092074	21.98188	0.02795815	0.13367018	0.3286028	0.7605488
ENSMUSG00000092083	305.328	-0.06653388	0.11252212	0.2492856	0.7028808
ENSMUSG00000092085	0.6288597	-0.0001141631	0.18876131	0.9919643	NA
ENSMUSG00000092086	4.168636	-0.05818731	0.33440479	0.0335227	0.385834
ENSMUSG00000092090	53.8371	-0.07201099	0.12403793	0.1423144	0.5938532
ENSMUSG00000092094	12.59525	0.01981626	0.13672211	0.3970007	0.7982962
ENSMUSG00000092097	0.702764	-0.01081671	0.18846084	0.4127559	NA
ENSMUSG00000092103	1.380206	-0.003333205	0.14895147	0.8108384	NA
ENSMUSG00000092109	0.875217	0	0.21433685	1	NA
ENSMUSG00000092116	0.3080147	-0.002500807	0.18730397	0.8277086	NA
ENSMUSG00000092118	27.83713	-0.0223576	0.12614936	0.5614013	0.8762614
ENSMUSG00000092124	3.505235	-0.04348061	0.31250331	0.05707093	0.458126
ENSMUSG00000092125	0.6599758	-0.01300317	0.26134797	0.2908873	NA
ENSMUSG00000092131	0.1735722	-0.001020485	0.21361826	0.9238255	NA
ENSMUSG00000092134	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000092137	0.8142094	0.005610466	0.20125729	0.6295421	NA
ENSMUSG00000092162	5.060168	0.001526073	0.14140886	0.9231613	0.9823214
ENSMUSG00000092164	0.05978884	-0.006263472	0.22689981	0.5714135	NA
ENSMUSG00000092165	0.1466619	0.002017408	0.21472361	0.8505247	NA
ENSMUSG00000092167	6.847136	-0.005052436	0.13660583	0.7933269	0.9526734
ENSMUSG00000092174	0.1088889	0	0.21433685	1	NA
ENSMUSG00000092176	0.4350183	-0.003636366	0.21730962	0.7369627	NA
ENSMUSG00000092178	2.014927	0.01035168	0.16133131	0.4665006	0.8339956
ENSMUSG00000092181	0.8146807	-0.01239652	0.20165573	0.3552323	NA
ENSMUSG00000092182	0.8799677	-0.0147233	0.27197735	0.2467664	NA
ENSMUSG00000092183	4.034716	0.001834874	0.13630107	0.9237869	0.9823214
ENSMUSG00000092187	4.673887	-0.0009356402	0.13448896	0.9648186	0.9917664
ENSMUSG00000092188	0.05444447	0	0.21433685	1	NA
ENSMUSG00000092192	7.054361	0.02979816	0.15490574	0.1678242	0.6247774
ENSMUSG00000092195	0.1088889	0	0.21433685	1	NA
ENSMUSG00000092196	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000092201	0.8796848	0.01339154	0.23225984	0.311402	NA
ENSMUSG00000092203	32.25453	-0.03838528	0.12582958	0.3525519	0.7756581
ENSMUSG00000092204	0.3326137	-0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000092210	1.849771	-0.001379709	0.14298858	0.9276894	NA
ENSMUSG00000092212	5.964082	-0.07613443	0.33118277	0.01906239	0.3079557
ENSMUSG00000092216	5.951438	0.02139841	0.13900206	0.3431277	0.7675302
ENSMUSG00000092219	0.2162746	0	0.21433685	1	NA
ENSMUSG00000092223	0.1542823	0	0.21433685	1	NA
ENSMUSG00000092225	0.05444447	0	0.21433685	1	NA
ENSMUSG00000092229	5.015741	-0.008910699	0.14116598	0.6082472	0.8958105
ENSMUSG00000092230	0.2286725	-0.0006707546	0.21428571	0.9497132	NA
ENSMUSG00000092232	2.259575	0.006854589	0.22768495	0.540695	0.8691644
ENSMUSG00000092241	2.286311	-0.002443501	0.14897689	0.8595276	0.9689265
ENSMUSG00000092242	20.53487	-0.01951045	0.12865735	0.562656	0.876745
ENSMUSG00000092243	0.05978884	-0.006263472	0.22689981	0.5714135	NA
ENSMUSG00000092245	0.0392667	0	0.21433685	1	NA
ENSMUSG00000092247	0.09983786	0	0.21433685	1	NA
ENSMUSG00000092252	4.085983	0.0204344	0.1885224	0.2098452	0.6656599
ENSMUSG00000092257	0.3158103	-0.004588018	0.21727242	0.6766338	NA
